1303	570	29	30
1293	567	32	30
1289	564	30	29
1281	563	31	27
1277	561	29	28
1270	558	30	28
1262	556	31	29
1255	551	30	30
1248	549	31	29
1243	547	30	29
1234	545	31	29
1229	543	30	28
1222	539	29	29
1215	537	29	30
1208	534	30	30
1202	533	30	28
1196	531	30	30
1189	527	29	29
1182	525	31	29
1174	522	32	30
1170	521	30	31
1162	517	31	31
1155	515	30	31
1147	511	31	30
1142	511	32	29
1137	508	30	30
1130	505	30	30
1123	502	30	29
1108	497	32	29
1102	494	32	30
1096	492	31	31
1091	489	30	30
1077	485	30	29
1070	483	27	29
1063	482	31	28
1055	478	32	29
1051	475	31	28
1044	472	31	29
1035	472	33	28
1030	469	32	26
1024	466	29	27
1018	461	29	30
1010	460	32	28
1005	458	31	29
998	455	32	30
991	452	31	29
984	450	33	28
978	447	30	31
970	444	31	30
963	442	32	29
958	438	31	31
951	435	32	32
945	435	32	31
937	432	32	29
931	428	34	31
925	425	33	31
918	423	32	31
912	421	30	30
904	420	33	29
898	416	31	27
893	414	31	30
885	411	32	29
879	409	32	30
872	405	34	31
866	402	33	31
860	401	32	31
852	396	30	33
847	394	29	31
839	392	31	30
834	390	31	31
827	387	31	31
821	385	31	31
814	382	30	31
806	379	32	31
800	379	31	29
793	375	31	30
787	371	31	30
782	369	29	32
774	367	29	30
767	362	32	34
760	360	31	32
752	359	31	30
747	357	30	31
741	354	32	31
733	352	31	31
727	347	31	34
722	345	28	32
713	343	30	31
707	341	30	31
701	338	31	31
693	335	32	30
688	332	31	33
681	330	30	29
674	329	30	29
667	325	30	29
659	324	32	28
653	320	30	30
646	316	32	31
641	314	31	32
634	313	31	28
627	310	31	29
620	309	31	27
613	305	31	29
603	302	34	30
601	300	32	27
594	299	31	25
587	297	32	26
578	294	34	27
570	291	34	25
566	287	33	27
559	286	35	26
552	285	33	23
546	280	32	25
540	277	32	26
532	275	33	27
527	271	30	31
520	268	32	27
512	265	32	29
505	263	34	31
500	260	32	29
493	260	33	27
486	256	31	29
480	252	31	29
473	249	31	30
466	247	31	29
460	246	32	29
454	243	31	29
446	239	33	28
439	237	32	28
434	235	32	28
427	231	31	29
420	229	30	29
414	225	31	28
407	223	32	28
399	221	32	28
392	220	32	28
387	216	31	28
381	213	31	27
374	213	31	26
367	207	30	27
361	207	32	27
354	202	31	28
340	197	33	28
333	194	32	29
326	193	31	29
320	189	31	28
311	188	32	27
305	183	33	27
298	181	32	26
294	179	30	29
287	177	29	27
279	174	32	28
272	170	30	30
264	168	32	28
259	166	30	28
252	164	31	26
246	160	31	27
238	159	32	28
232	156	31	28
223	151	33	29
218	149	31	29
211	145	31	31
204	141	32	35
195	137	37	35
186	135	37	35
181	133	34	35
177	129	32	36
171	129	31	34
162	126	33	33
157	123	30	34
147	120	32	32
142	121	32	29
135	116	32	31
128	114	32	32
122	111	33	32
114	108	32	32
107	105	32	33
100	104	33	32
94	100	34	32
86	96	32	32
