534	508	322	89
544	504	324	104
561	491	296	121
554	490	314	116
545	495	311	112
550	492	314	118
550	501	307	107
562	498	297	106
551	498	320	106
551	480	290	132
551	491	276	102
557	493	282	104
562	502	290	94
552	501	305	102
551	492	312	116
544	491	315	115
547	488	305	119
549	487	317	125
545	489	308	125
546	491	308	124
554	496	317	119
548	488	316	126
551	492	308	119
556	484	313	128
545	493	313	120
557	495	306	116
554	489	311	126
559	497	297	118
559	490	291	123
556	486	297	122
550	491	304	114
547	490	305	116
544	493	328	111
552	489	311	119
553	494	308	115
550	490	313	123
558	491	301	126
553	491	321	130
547	490	318	122
547	497	306	122
556	495	299	108
545	491	301	122
560	487	288	124
555	490	284	123
562	488	280	120
553	493	284	118
567	492	278	119
557	491	282	117
564	486	267	117
559	485	254	113
553	490	274	120
561	486	269	127
565	492	274	116
555	487	280	122
553	489	274	114
552	482	271	125
556	483	249	121
562	484	260	120
554	485	266	119
558	486	247	111
557	486	249	125
564	492	245	114
546	492	269	114
562	491	259	111
551	492	262	122
550	490	254	114
555	497	259	113
552	494	260	112
550	498	267	103
540	490	270	117
557	487	247	120
543	496	262	103
539	496	267	108
546	489	257	112
564	484	236	117
560	488	235	115
549	486	248	121
553	487	248	121
546	494	251	109
552	487	246	116
555	488	248	124
552	491	245	113
545	491	254	118
547	501	266	104
547	494	262	112
558	495	254	110
549	491	249	105
580	496	223	121
558	489	240	120
547	497	260	108
547	503	262	101
542	511	264	84
543	507	257	82
550	518	255	82
551	529	244	57
546	533	262	50
541	530	265	52
546	531	253	49
545	530	259	52
541	530	272	52
544	528	265	54
549	531	251	50
542	531	257	51
546	532	242	49
546	532	245	48
545	535	255	50
547	530	249	56
553	532	227	50
538	529	232	53
546	533	245	48
539	535	239	47
555	534	215	44
548	531	217	46
559	528	204	56
572	535	193	45
572	536	191	49
570	538	188	41
566	532	196	49
562	533	195	46
564	529	192	50
