456	409	13	28
457	407	12	30
457	408	13	30
456	410	13	28
456	413	12	28
457	413	13	27
457	413	13	29
456	416	13	27
455	417	12	26
456	416	13	27
456	417	13	28
455	418	13	28
455	418	12	28
457	418	12	27
455	421	13	27
455	421	13	28
455	421	13	29
456	422	12	28
456	421	13	28
457	425	12	27
456	427	12	26
457	428	11	25
456	428	12	26
456	429	13	26
454	427	13	27
456	429	12	26
456	430	13	26
456	431	13	28
455	431	12	28
455	433	12	26
455	433	12	27
456	432	12	28
455	434	12	29
456	434	12	27
454	437	12	25
456	438	12	24
454	438	13	27
456	439	12	25
455	438	12	27
455	437	12	29
455	440	13	27
454	440	12	26
455	441	12	26
454	442	13	27
453	441	13	29
455	442	13	28
455	442	13	30
454	444	13	29
455	442	13	30
454	444	13	30
454	445	13	30
453	447	13	27
454	449	13	28
455	451	13	26
454	451	13	27
453	452	13	26
453	453	12	26
454	453	12	27
452	454	13	27
453	454	13	27
454	454	13	27
454	455	13	26
454	457	13	26
454	456	13	27
453	458	13	26
453	459	13	27
453	459	12	27
454	459	12	28
453	460	13	28
454	460	12	29
453	462	12	28
454	461	12	29
453	464	12	27
452	465	13	27
454	465	12	28
453	466	13	26
453	466	13	27
453	467	13	27
453	467	13	28
453	469	13	27
452	471	13	27
453	470	12	26
452	472	13	27
453	473	12	27
452	471	13	28
453	471	13	28
453	474	13	28
453	475	13	28
452	475	13	27
453	478	12	26
452	478	12	26
453	479	13	26
452	478	13	26
453	479	13	27
452	480	12	27
453	481	12	27
451	480	12	28
451	481	14	29
452	483	13	27
452	483	14	29
451	485	14	28
451	487	12	26
451	486	12	27
452	487	12	27
451	488	12	27
452	490	13	26
451	489	13	26
451	491	12	26
451	492	12	25
450	494	13	25
451	493	13	28
451	493	13	29
451	493	13	29
452	493	13	27
450	494	12	28
452	497	12	27
451	497	12	27
450	498	12	27
452	499	12	27
450	498	12	28
450	499	12	28
452	498	13	30
450	500	12	28
450	501	12	28
451	500	12	28
451	504	12	27
451	504	12	28
451	505	12	26
450	508	13	26
450	506	13	29
451	508	12	26
450	508	12	26
450	512	11	23
450	510	12	25
451	511	12	25
449	514	13	24
451	514	12	25
450	515	12	25
450	515	13	25
449	514	12	25
450	514	12	27
451	516	12	27
450	514	12	29
449	514	13	30
450	515	13	30
450	517	13	28
449	517	13	29
449	519	13	29
450	520	13	29
450	520	13	29
450	523	12	27
450	523	13	28
449	522	13	28
449	522	13	29
450	524	12	27
448	525	12	27
450	526	13	27
450	526	12	27
450	528	12	27
449	528	13	28
450	530	13	28
448	530	12	26
449	532	12	25
450	535	12	25
449	534	12	25
450	535	11	24
448	535	11	25
449	536	12	25
448	537	13	25
448	537	13	26
449	537	12	26
447	538	13	27
448	539	12	27
449	538	12	28
447	540	12	26
449	543	11	26
448	541	12	27
448	542	12	27
448	543	12	27
449	544	12	27
449	548	12	25
447	548	12	25
448	548	12	25
447	548	13	26
449	550	12	25
447	550	12	25
446	549	13	26
448	550	13	27
447	550	14	27
448	553	12	25
447	554	12	26
448	552	12	27
448	554	13	27
447	552	13	30
447	555	12	28
447	556	13	26
446	558	12	25
447	559	12	26
448	559	12	25
447	560	13	25
445	560	13	27
447	560	13	27
447	562	12	26
446	563	13	26
445	563	13	26
446	562	14	28
448	563	13	28
447	563	13	27
445	566	14	25
444	569	12	24
446	569	13	24
447	570	12	24
446	571	13	24
445	571	12	24
445	572	13	25
446	570	12	27
446	570	12	28
446	571	13	29
444	571	13	28
446	573	13	29
446	575	12	27
446	576	13	26
445	578	12	26
445	577	13	27
446	576	13	28
445	581	12	26
446	581	12	25
445	582	12	26
445	581	12	26
445	582	12	26
446	583	12	26
445	583	12	27
444	585	13	26
445	586	12	25
444	587	12	24
445	590	12	23
445	590	12	23
446	589	12	25
444	590	12	25
445	590	13	25
446	591	12	24
445	593	12	25
444	593	12	25
444	592	12	26
445	592	12	27
444	595	13	27
444	596	12	26
445	595	12	26
445	596	13	26
444	596	13	27
445	597	13	27
444	597	13	28
444	597	13	28
445	598	13	28
445	599	12	27
444	600	13	29
445	599	12	29
445	600	13	29
445	602	12	28
445	602	13	29
444	604	13	27
445	604	13	25
444	605	12	23
444	606	12	23
445	607	13	23
445	609	13	23
445	609	12	22
444	611	12	22
444	611	13	20
443	609	12	22
446	612	11	20
444	613	13	17
445	614	13	20
444	613	12	22
445	612	13	20
444	613	12	18
444	617	12	19
443	608	14	21
443	607	14	22
443	606	15	23
443	604	14	23
444	605	15	23
443	605	15	24
443	601	17	26
443	600	18	28
441	600	19	27
441	599	19	31
442	599	19	31
442	599	18	30
442	601	18	30
441	602	18	30
442	600	18	32
441	599	18	32
440	598	19	33
440	597	19	35
440	595	20	35
440	596	20	34
440	598	21	30
440	602	21	27
441	603	19	26
442	607	19	23
441	609	19	20
442	607	19	22
439	608	20	21
441	609	21	20
442	609	19	19
441	611	20	18
442	612	19	17
441	610	20	20
442	612	20	18
442	612	21	17
441	613	19	16
440	614	19	15
441	613	19	16
443	615	18	13
441	616	19	14
442	618	20	12
440	615	21	14
441	612	20	19
441	612	19	20
441	610	20	20
442	610	17	24
442	611	17	23
442	610	19	23
442	614	20	21
440	615	22	16
