967	377	8	6
965	379	9	6
961	378	8	7
961	378	8	7
957	381	8	7
957	384	7	7
952	385	8	7
951	387	8	7
949	388	7	7
947	389	7	7
944	392	7	7
942	393	7	6
940	394	7	7
939	397	7	7
936	398	8	6
934	399	9	7
932	400	9	7
929	402	7	7
928	404	7	7
925	407	7	6
924	407	7	6
920	409	7	6
919	410	7	6
918	413	7	6
916	414	7	6
913	415	6	6
911	417	7	5
910	419	7	6
907	420	6	6
904	420	6	6
902	422	7	6
902	423	6	6
899	426	7	6
897	426	6	5
893	429	7	6
893	430	6	6
891	431	7	6
888	432	7	6
887	434	6	6
884	435	5	6
883	437	6	6
880	437	7	7
878	439	6	7
876	441	6	7
875	442	6	7
871	445	7	6
870	445	7	7
868	448	6	6
866	449	7	6
864	450	7	6
861	452	7	7
859	453	8	7
856	454	6	7
855	455	7	7
853	458	7	7
850	458	7	7
849	460	7	7
847	462	6	7
846	463	6	6
841	465	7	6
840	467	7	7
839	469	8	6
837	469	6	7
833	471	7	7
832	473	6	6
830	473	7	7
828	475	8	7
825	478	7	7
823	478	6	6
821	480	6	7
821	482	6	7
817	484	7	6
816	484	7	7
813	486	7	7
810	486	8	7
809	489	7	7
806	490	7	7
806	492	7	6
802	492	7	7
801	493	8	8
798	495	8	7
795	498	7	7
794	498	7	7
793	500	7	6
791	501	7	6
788	504	6	6
785	504	6	6
784	506	6	6
780	506	7	7
778	507	8	8
777	508	8	8
774	509	8	8
773	511	7	7
770	512	8	8
767	513	8	9
766	515	8	8
763	516	6	7
762	519	7	6
759	520	7	7
757	521	7	7
755	522	7	7
752	522	7	7
751	525	8	7
744	526	8	8
742	526	7	8
741	529	7	6
740	530	7	6
736	531	8	6
735	533	7	6
733	534	6	6
731	535	7	7
728	536	7	8
726	537	7	7
722	537	7	7
720	539	7	6
718	539	8	7
716	541	7	7
714	542	8	7
710	544	8	7
709	544	7	7
706	545	7	6
705	546	6	5
703	547	7	6
700	549	7	6
698	549	8	7
694	550	8	6
692	550	7	7
690	552	8	7
689	552	8	7
685	555	8	6
683	554	7	7
681	556	7	7
679	557	7	7
676	557	7	7
675	558	7	6
671	559	7	6
670	559	6	6
666	559	7	7
665	561	7	6
662	562	8	6
659	563	7	7
657	564	8	7
653	564	8	7
653	566	7	6
650	565	7	7
647	567	8	7
644	568	8	6
642	569	7	7
639	568	8	7
636	569	9	7
634	569	8	7
630	569	8	8
630	571	9	7
627	572	8	7
624	572	8	7
621	573	8	7
619	574	7	7
616	574	8	7
614	575	8	6
613	575	7	6
610	576	8	6
606	578	8	6
604	578	7	7
602	578	7	6
600	578	8	6
597	580	8	6
594	580	8	6
592	581	8	6
589	580	7	6
588	581	8	6
584	581	8	6
581	582	8	6
579	583	8	6
576	584	7	6
574	583	8	6
572	583	7	6
569	584	8	6
566	585	8	6
565	586	7	5
562	586	8	5
560	586	7	6
555	586	8	5
554	585	8	6
551	587	8	6
549	586	8	6
545	588	8	6
544	588	7	6
541	588	7	5
538	588	7	5
536	588	7	6
533	589	7	6
530	587	8	6
528	588	8	6
525	589	8	7
523	588	8	6
520	588	9	6
518	589	8	6
514	588	8	6
511	589	9	5
509	590	9	5
507	589	9	6
505	589	9	6
503	589	7	5
501	589	6	5
499	590	7	5
494	591	7	5
491	591	8	5
490	590	8	5
486	590	8	6
485	590	8	6
482	591	7	6
479	591	8	6
476	590	8	6
475	589	7	6
472	590	8	6
470	590	7	6
466	589	9	6
463	589	9	6
461	589	8	6
458	589	8	6
