601	430	6	5
603	427	5	5
602	424	5	6
604	422	5	6
604	422	5	6
607	417	5	7
608	413	5	6
610	412	6	7
610	412	6	7
612	406	7	7
614	402	6	9
615	400	6	8
617	398	8	9
619	396	6	9
620	392	6	9
621	390	6	9
623	386	5	11
622	384	6	10
625	381	7	10
625	379	6	11
627	376	7	10
629	372	6	10
630	370	5	10
632	368	5	9
633	364	5	8
633	362	6	9
636	359	5	7
636	356	4	7
636	356	4	7
636	356	4	7
636	356	4	7
636	356	4	7
636	356	4	7
632	350	5	6
632	350	5	6
643	356	4	6
644	357	5	5
649	356	4	5
649	356	4	5
644	352	5	5
647	356	4	5
647	356	4	5
641	366	4	5
639	365	4	5
629	376	4	5
629	376	4	5
629	370	4	6
621	372	3	6
628	371	3	6
635	365	3	6
639	362	3	5
639	362	3	5
639	362	3	5
634	356	4	5
630	350	3	4
632	351	4	3
632	351	4	3
635	354	4	3
632	351	4	3
638	360	3	3
638	360	3	3
638	360	3	3
638	360	3	3
638	360	3	3
632	358	3	3
631	350	3	3
634	352	3	3
634	352	3	3
634	351	3	2
634	352	3	3
638	359	3	3
645	359	3	3
638	361	3	3
639	362	3	3
639	362	3	3
641	363	3	3
642	357	3	3
637	357	2	3
637	358	2	3
638	360	2	3
637	359	2	3
634	351	3	3
633	352	3	3
634	352	3	3
634	352	3	3
638	358	3	3
643	358	3	4
637	358	3	4
632	349	3	4
631	349	3	4
632	350	3	4
628	343	3	5
623	335	4	5
635	335	4	6
635	335	4	6
635	335	4	6
635	335	4	6
635	335	4	6
635	335	4	6
632	325	3	5
631	326	4	5
631	326	4	5
624	336	4	5
628	342	4	5
631	348	4	5
632	349	5	6
632	349	5	6
634	353	6	6
634	353	6	6
634	353	6	6
634	353	6	6
631	351	7	5
631	351	7	5
631	351	7	5
644	358	6	4
632	349	5	4
632	348	5	5
631	349	5	5
636	347	4	4
632	350	4	5
634	349	3	5
631	358	3	5
640	363	3	5
640	362	4	4
640	363	4	5
648	373	5	5
650	379	5	5
643	366	4	5
640	362	5	6
631	350	6	6
631	350	6	6
631	350	6	6
632	350	6	7
632	350	6	7
626	335	5	7
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
620	322	5	6
630	317	3	6
